,Stimmen,Prozent,Name,Partei,Wahlbezirk_Location,Wahlbezirk,Jahr,Stadt
2848,130,"23,85 %",Kok,SPD,070_Muelldorf,070_Muelldorf,2014,Sankt Augustin
2849,50,"9,17 %",Rössler,GRÜNE,070_Muelldorf,070_Muelldorf,2014,Sankt Augustin
2850,10,"1,83 %",Züll,FDP,070_Muelldorf,070_Muelldorf,2014,Sankt Augustin
2851,22,"4,04 %",Clarenbach,Aufbruch!,070_Muelldorf,070_Muelldorf,2014,Sankt Augustin
2852,16,"2,94 %",Mellin,Volksabstimmung,070_Muelldorf,070_Muelldorf,2014,Sankt Augustin
2853,37,"6,79 %",Schult,DIE LINKE,070_Muelldorf,070_Muelldorf,2014,Sankt Augustin
2854,499,"54,42 %",Feld-Wielpütz,CDU,080_Muelldorf,080_Muelldorf,2014,Sankt Augustin
2855,202,"22,03 %",Schmitz-Porten,SPD,080_Muelldorf,080_Muelldorf,2014,Sankt Augustin
2856,89,"9,71 %",Rössler,GRÜNE,080_Muelldorf,080_Muelldorf,2014,Sankt Augustin
2857,26,"2,84 %",Voß,FDP,080_Muelldorf,080_Muelldorf,2014,Sankt Augustin
2858,23,"2,51 %",Heynisch,Aufbruch!,080_Muelldorf,080_Muelldorf,2014,Sankt Augustin
2859,22,"2,40 %",Nöldner,Volksabstimmung,080_Muelldorf,080_Muelldorf,2014,Sankt Augustin
2860,56,"6,11 %",Kürten,DIE LINKE,080_Muelldorf,080_Muelldorf,2014,Sankt Augustin
2861,330,"38,15 %",Weber,CDU,090_Muelldorf,090_Muelldorf,2014,Sankt Augustin
2862,341,"39,42 %",Waldästl,SPD,090_Muelldorf,090_Muelldorf,2014,Sankt Augustin
2863,74,"8,55 %",Haacke,GRÜNE,090_Muelldorf,090_Muelldorf,2014,Sankt Augustin
2864,15,"1,73 %",Cui,FDP,090_Muelldorf,090_Muelldorf,2014,Sankt Augustin
2865,36,"4,16 %",Heikaus,Aufbruch!,090_Muelldorf,090_Muelldorf,2014,Sankt Augustin
2866,20,"2,31 %",Greve,Volksabstimmung,090_Muelldorf,090_Muelldorf,2014,Sankt Augustin
2867,49,"5,66 %",Rajabalah,DIE LINKE,090_Muelldorf,090_Muelldorf,2014,Sankt Augustin
2868,320,"38,83 %",Beutel,CDU,100_Muelldorf,100_Muelldorf,2014,Sankt Augustin
2869,275,"33,37 %",Quast,SPD,100_Muelldorf,100_Muelldorf,2014,Sankt Augustin
2870,106,"12,86 %",Günther,GRÜNE,100_Muelldorf,100_Muelldorf,2014,Sankt Augustin
2871,26,"3,16 %",Ilgmann,FDP,100_Muelldorf,100_Muelldorf,2014,Sankt Augustin
2872,42,"5,10 %",Schrahe-Timera,Aufbruch!,100_Muelldorf,100_Muelldorf,2014,Sankt Augustin
2873,11,"1,33 %",Weingartz,Volksabstimmung,100_Muelldorf,100_Muelldorf,2014,Sankt Augustin
2874,44,"5,34 %",Mitschka,DIE LINKE,100_Muelldorf,100_Muelldorf,2014,Sankt Augustin
2875,406,"46,40 %",Heckeroth,CDU,110_Ort,110_Ort,2014,Sankt Augustin
2876,261,"29,83 %",Domscheit,SPD,110_Ort,110_Ort,2014,Sankt Augustin
2877,91,"10,40 %",Piéla,GRÜNE,110_Ort,110_Ort,2014,Sankt Augustin
2878,55,"6,29 %",Weber,FDP,110_Ort,110_Ort,2014,Sankt Augustin
2879,34,"3,89 %",Knopp,Aufbruch!,110_Ort,110_Ort,2014,Sankt Augustin
2880,10,"1,14 %",Müller-Spreckelsen,Volksabstimmung,110_Ort,110_Ort,2014,Sankt Augustin
2881,18,"2,06 %",Mahendran,DIE LINKE,110_Ort,110_Ort,2014,Sankt Augustin
2882,391,"36,75 %",Lienesch,CDU,120_Ort,120_Ort,2014,Sankt Augustin
2883,324,"30,45 %",Landen,SPD,120_Ort,120_Ort,2014,Sankt Augustin
2884,179,"16,82 %",Schulenburg,GRÜNE,120_Ort,120_Ort,2014,Sankt Augustin
2885,58,"5,45 %",Doppler,FDP,120_Ort,120_Ort,2014,Sankt Augustin
2886,52,"4,89 %",Kuhnke,Aufbruch!,120_Ort,120_Ort,2014,Sankt Augustin
2887,15,"1,41 %",Beier,Volksabstimmung,120_Ort,120_Ort,2014,Sankt Augustin
2888,45,"4,23 %",Kürten,DIE LINKE,120_Ort,120_Ort,2014,Sankt Augustin
2889,562,"44,25 %",Mölders,CDU,130_Ort,130_Ort,2014,Sankt Augustin
2890,347,"27,32 %",Reese,SPD,130_Ort,130_Ort,2014,Sankt Augustin
2891,186,"14,65 %",Piéla-Jonda,GRÜNE,130_Ort,130_Ort,2014,Sankt Augustin
2892,82,"6,46 %",Cáceres Ayllón,FDP,130_Ort,130_Ort,2014,Sankt Augustin
2893,40,"3,15 %",Dahlhaus,Aufbruch!,130_Ort,130_Ort,2014,Sankt Augustin
2894,16,"1,26 %",Kasko,Volksabstimmung,130_Ort,130_Ort,2014,Sankt Augustin
2895,37,"2,91 %",Küpper,DIE LINKE,130_Ort,130_Ort,2014,Sankt Augustin
2896,600,"42,02 %",Schell,CDU,140_Hangelar,140_Hangelar,2014,Sankt Augustin
2897,430,"30,11 %",Nettesheim,SPD,140_Hangelar,140_Hangelar,2014,Sankt Augustin
2898,231,"16,18 %",Stiefelhagen,GRÜNE,140_Hangelar,140_Hangelar,2014,Sankt Augustin
2899,68,"4,76 %",Janßen,FDP,140_Hangelar,140_Hangelar,2014,Sankt Augustin
2900,57,"3,99 %",Schmidt,Aufbruch!,140_Hangelar,140_Hangelar,2014,Sankt Augustin
2901,13,"0,91 %",Ewas,Volksabstimmung,140_Hangelar,140_Hangelar,2014,Sankt Augustin
2902,29,"2,03 %",Mitschka,DIE LINKE,140_Hangelar,140_Hangelar,2014,Sankt Augustin
2903,480,"42,14 %",Bambeck,CDU,160_Hangelar,160_Hangelar,2014,Sankt Augustin
2904,335,"29,41 %",Bäsch,SPD,160_Hangelar,160_Hangelar,2014,Sankt Augustin
2905,182,"15,98 %",Monreal,GRÜNE,160_Hangelar,160_Hangelar,2014,Sankt Augustin
2906,85,"7,46 %",Züll,FDP,160_Hangelar,160_Hangelar,2014,Sankt Augustin
2907,21,"1,84 %",Schmidt,Aufbruch!,160_Hangelar,160_Hangelar,2014,Sankt Augustin
2908,16,"1,40 %",Black,Volksabstimmung,160_Hangelar,160_Hangelar,2014,Sankt Augustin
2909,20,"1,76 %",Mahendran,DIE LINKE,160_Hangelar,160_Hangelar,2014,Sankt Augustin
2910,565,"46,39 %",Rempis,CDU,170_Hangelar,170_Hangelar,2014,Sankt Augustin
2911,272,"22,33 %",Bäsch,SPD,170_Hangelar,170_Hangelar,2014,Sankt Augustin
2912,190,"15,60 %",Metz,GRÜNE,170_Hangelar,170_Hangelar,2014,Sankt Augustin
2913,127,"10,43 %",Silber-Bonz,FDP,170_Hangelar,170_Hangelar,2014,Sankt Augustin
2914,32,"2,63 %",Pabst,Aufbruch!,170_Hangelar,170_Hangelar,2014,Sankt Augustin
2915,10,"0,82 %",Höpfner,Volksabstimmung,170_Hangelar,170_Hangelar,2014,Sankt Augustin
2916,22,"1,81 %",Otten,DIE LINKE,170_Hangelar,170_Hangelar,2014,Sankt Augustin
2917,484,"40,07 %",Chauvistré,CDU,180_Hangelar,180_Hangelar,2014,Sankt Augustin
2918,532,"44,04 %",Knülle,SPD,180_Hangelar,180_Hangelar,2014,Sankt Augustin
2919,84,"6,95 %",Haacke,GRÜNE,180_Hangelar,180_Hangelar,2014,Sankt Augustin
2920,45,"3,73 %",Kammel,FDP,180_Hangelar,180_Hangelar,2014,Sankt Augustin
2921,30,"2,48 %",Dr. Pabst,Aufbruch!,180_Hangelar,180_Hangelar,2014,Sankt Augustin
2922,12,"0,99 %",Höpfner,Volksabstimmung,180_Hangelar,180_Hangelar,2014,Sankt Augustin
2923,21,"1,74 %",Ludwig,DIE LINKE,180_Hangelar,180_Hangelar,2014,Sankt Augustin
2924,440,"43,74 %",Dziendziol,CDU,190_Niederpleis,190_Niederpleis,2014,Sankt Augustin
2925,302,"30,02 %",Bergmann-Gries,SPD,190_Niederpleis,190_Niederpleis,2014,Sankt Augustin
2926,124,"12,33 %",Dr. Nonnen,GRÜNE,190_Niederpleis,190_Niederpleis,2014,Sankt Augustin
2927,50,"4,97 %",Kammel,FDP,190_Niederpleis,190_Niederpleis,2014,Sankt Augustin
2928,55,"5,47 %",Bellinghausen,Aufbruch!,190_Niederpleis,190_Niederpleis,2014,Sankt Augustin
2929,14,"1,39 %",Brenden,Volksabstimmung,190_Niederpleis,190_Niederpleis,2014,Sankt Augustin
2930,21,"2,09 %",Rajabalah,DIE LINKE,190_Niederpleis,190_Niederpleis,2014,Sankt Augustin
2931,409,"43,33 %",Dr. Büsse,CDU,200_Niederpleis,200_Niederpleis,2014,Sankt Augustin
2932,247,"26,17 %",Bilgmann,SPD,200_Niederpleis,200_Niederpleis,2014,Sankt Augustin
2933,122,"12,92 %",Nonnen,GRÜNE,200_Niederpleis,200_Niederpleis,2014,Sankt Augustin
2934,64,"6,78 %",Dr. Haas,FDP,200_Niederpleis,200_Niederpleis,2014,Sankt Augustin
2935,40,"4,24 %",Heynisch,Aufbruch!,200_Niederpleis,200_Niederpleis,2014,Sankt Augustin
2936,20,"2,12 %",Brenden,Volksabstimmung,200_Niederpleis,200_Niederpleis,2014,Sankt Augustin
2937,42,"4,45 %",Otten,DIE LINKE,200_Niederpleis,200_Niederpleis,2014,Sankt Augustin
2938,243,"41,05 %",Dr. Lemmer,CDU,210_Niederpleis,210_Niederpleis,2014,Sankt Augustin
2939,167,"28,21 %",Karayigitler,SPD,210_Niederpleis,210_Niederpleis,2014,Sankt Augustin
2940,59,"9,97 %",Engelhard,GRÜNE,210_Niederpleis,210_Niederpleis,2014,Sankt Augustin
2941,13,"2,20 %",Rautenberg,FDP,210_Niederpleis,210_Niederpleis,2014,Sankt Augustin
2942,28,"4,73 %",Gröb,Aufbruch!,210_Niederpleis,210_Niederpleis,2014,Sankt Augustin
2943,26,"4,39 %",Austria-Zink,Volksabstimmung,210_Niederpleis,210_Niederpleis,2014,Sankt Augustin
2944,56,"9,46 %",Ismail,DIE LINKE,210_Niederpleis,210_Niederpleis,2014,Sankt Augustin
2945,396,"43,76 %",Leitterstorf,CDU,220_Niederpleis,220_Niederpleis,2014,Sankt Augustin
2946,286,"31,60 %",Keppel,SPD,220_Niederpleis,220_Niederpleis,2014,Sankt Augustin
2947,78,"8,62 %",Hoffmann,GRÜNE,220_Niederpleis,220_Niederpleis,2014,Sankt Augustin
2948,39,"4,31 %",Ilgmann,FDP,220_Niederpleis,220_Niederpleis,2014,Sankt Augustin
2949,37,"4,09 %",Wiest,Aufbruch!,220_Niederpleis,220_Niederpleis,2014,Sankt Augustin
2950,20,"2,21 %",Waigum,Volksabstimmung,220_Niederpleis,220_Niederpleis,2014,Sankt Augustin
2951,49,"5,41 %",Hahn,DIE LINKE,220_Niederpleis,220_Niederpleis,2014,Sankt Augustin
2952,509,"51,57 %",Puffe,CDU,230_Niederpleis__Buisdorf,230_Niederpleis__Buisdorf,2014,Sankt Augustin
2953,260,"26,34 %",Seifen,SPD,230_Niederpleis__Buisdorf,230_Niederpleis__Buisdorf,2014,Sankt Augustin
2954,94,"9,52 %",Rafeldt,GRÜNE,230_Niederpleis__Buisdorf,230_Niederpleis__Buisdorf,2014,Sankt Augustin
2955,30,"3,04 %",Willnecker,FDP,230_Niederpleis__Buisdorf,230_Niederpleis__Buisdorf,2014,Sankt Augustin
2956,33,"3,34 %",Knopp,Aufbruch!,230_Niederpleis__Buisdorf,230_Niederpleis__Buisdorf,2014,Sankt Augustin
2957,19,"1,93 %",Waigum,Volksabstimmung,230_Niederpleis__Buisdorf,230_Niederpleis__Buisdorf,2014,Sankt Augustin
2958,42,"4,26 %",Al-Isawi,DIE LINKE,230_Niederpleis__Buisdorf,230_Niederpleis__Buisdorf,2014,Sankt Augustin
2959,416,"38,73 %",Willenberg,CDU,240_Niederpleis,240_Niederpleis,2014,Sankt Augustin
2960,258,"24,02 %",Düßdorf,SPD,240_Niederpleis,240_Niederpleis,2014,Sankt Augustin
2961,137,"12,76 %",Gassen,GRÜNE,240_Niederpleis,240_Niederpleis,2014,Sankt Augustin
2962,104,"9,68 %",Dorgerloh,FDP,240_Niederpleis,240_Niederpleis,2014,Sankt Augustin
2963,127,"11,82 %",Köhler,Aufbruch!,240_Niederpleis,240_Niederpleis,2014,Sankt Augustin
2964,10,"0,93 %",Waigum,Volksabstimmung,240_Niederpleis,240_Niederpleis,2014,Sankt Augustin
2965,22,"2,05 %",Kraheck-Breiderhoff,DIE LINKE,240_Niederpleis,240_Niederpleis,2014,Sankt Augustin
2966,390,"50,45 %",Müller,CDU,250_Buisdorf,250_Buisdorf,2014,Sankt Augustin
2967,238,"30,79 %",Hoffmann,SPD,250_Buisdorf,250_Buisdorf,2014,Sankt Augustin
2968,53,"6,86 %",Mihatsch,GRÜNE,250_Buisdorf,250_Buisdorf,2014,Sankt Augustin
2969,28,"3,62 %",Wallenborn,FDP,250_Buisdorf,250_Buisdorf,2014,Sankt Augustin
2970,17,"2,20 %",Sboron,Aufbruch!,250_Buisdorf,250_Buisdorf,2014,Sankt Augustin
2971,20,"2,59 %",Waigum,Volksabstimmung,250_Buisdorf,250_Buisdorf,2014,Sankt Augustin
2972,27,"3,49 %",Bierschenk,DIE LINKE,250_Buisdorf,250_Buisdorf,2014,Sankt Augustin
2973,204,"20,90 %",Schmidt,CDU,260_Birlinghoven,260_Birlinghoven,2014,Sankt Augustin
2974,556,"56,97 %",Borowski,SPD,260_Birlinghoven,260_Birlinghoven,2014,Sankt Augustin
2975,86,"8,81 %",Schulenburg,GRÜNE,260_Birlinghoven,260_Birlinghoven,2014,Sankt Augustin
2976,58,"5,94 %",Dr. Junglas,FDP,260_Birlinghoven,260_Birlinghoven,2014,Sankt Augustin
2977,36,"3,69 %",Kuhl,Aufbruch!,260_Birlinghoven,260_Birlinghoven,2014,Sankt Augustin
2978,11,"1,13 %",Schacht,Volksabstimmung,260_Birlinghoven,260_Birlinghoven,2014,Sankt Augustin
2979,25,"2,56 %",Beikircher,DIE LINKE,260_Birlinghoven,260_Birlinghoven,2014,Sankt Augustin
2980,248,"53,10 %",Schmidt,CDU,010__Adendorf_I,010__Adendorf_I,2014,Wachtberg
2981,113,"24,20 %",Bleutge,SPD,010__Adendorf_I,010__Adendorf_I,2014,Wachtberg
2982,21,"4,50 %",Scheer-Gumm,UWG,010__Adendorf_I,010__Adendorf_I,2014,Wachtberg
2983,26,"5,57 %",Güttes,FDP,010__Adendorf_I,010__Adendorf_I,2014,Wachtberg
2984,38,"8,14 %",Steiner,GRÜNE,010__Adendorf_I,010__Adendorf_I,2014,Wachtberg
2985,21,"4,50 %",Löllgen,Unser Wachtberg,010__Adendorf_I,010__Adendorf_I,2014,Wachtberg
2986,225,"65,98 %",Gütten,CDU,020__Adendorf_II,020__Adendorf_II,2014,Wachtberg
2987,43,"12,61 %",Kowalik,SPD,020__Adendorf_II,020__Adendorf_II,2014,Wachtberg
2988,14,"4,11 %",Schöpf,UWG,020__Adendorf_II,020__Adendorf_II,2014,Wachtberg
2989,14,"4,11 %",Hoch,FDP,020__Adendorf_II,020__Adendorf_II,2014,Wachtberg
2990,31,"9,09 %",Liemersdorf-Krueger,GRÜNE,020__Adendorf_II,020__Adendorf_II,2014,Wachtberg
2991,14,"4,11 %",Dr. Christof,Unser Wachtberg,020__Adendorf_II,020__Adendorf_II,2014,Wachtberg
2992,279,"61,45 %",Heinrich,CDU,030__Fritzdorf,030__Fritzdorf,2014,Wachtberg
2993,74,"16,30 %",Schönenberg,SPD,030__Fritzdorf,030__Fritzdorf,2014,Wachtberg
2994,45,"9,91 %",Maiwald,UWG,030__Fritzdorf,030__Fritzdorf,2014,Wachtberg
2995,13,"2,86 %",Windolf,FDP,030__Fritzdorf,030__Fritzdorf,2014,Wachtberg
2996,19,"4,19 %",Schada von Borzyskowski,GRÜNE,030__Fritzdorf,030__Fritzdorf,2014,Wachtberg
2997,24,"5,29 %",Johann to Settel,Unser Wachtberg,030__Fritzdorf,030__Fritzdorf,2014,Wachtberg
2998,320,"43,54 %",Zieger,CDU,040__Berkum_I,040__Berkum_I,2014,Wachtberg
2999,143,"19,46 %",Kowalik,SPD,040__Berkum_I,040__Berkum_I,2014,Wachtberg
3000,92,"12,52 %",Laupert,UWG,040__Berkum_I,040__Berkum_I,2014,Wachtberg
3001,39,"5,31 %",Wilms,FDP,040__Berkum_I,040__Berkum_I,2014,Wachtberg
3002,85,"11,56 %",Miesen,GRÜNE,040__Berkum_I,040__Berkum_I,2014,Wachtberg
3003,56,"7,62 %",Ludwig,Unser Wachtberg,040__Berkum_I,040__Berkum_I,2014,Wachtberg
3004,299,"47,01 %",Jäger,CDU,050__Berkum_II,050__Berkum_II,2014,Wachtberg
3005,160,"25,16 %",Lägel,SPD,050__Berkum_II,050__Berkum_II,2014,Wachtberg
3006,54,"8,49 %",Schmidt,UWG,050__Berkum_II,050__Berkum_II,2014,Wachtberg
3007,22,"3,46 %",Dr. Hürter,FDP,050__Berkum_II,050__Berkum_II,2014,Wachtberg
3008,48,"7,55 %",Steiner,GRÜNE,050__Berkum_II,050__Berkum_II,2014,Wachtberg
3009,53,"8,33 %",Feddern,Unser Wachtberg,050__Berkum_II,050__Berkum_II,2014,Wachtberg
3010,205,"46,91 %",Fiévet,CDU,060__Gimmersdorf,060__Gimmersdorf,2014,Wachtberg
3011,77,"17,62 %",Heid,SPD,060__Gimmersdorf,060__Gimmersdorf,2014,Wachtberg
3012,84,"19,22 %",Weinrich,UWG,060__Gimmersdorf,060__Gimmersdorf,2014,Wachtberg
3013,32,"7,32 %",Pagels,FDP,060__Gimmersdorf,060__Gimmersdorf,2014,Wachtberg
3014,24,"5,49 %",Steinberg,GRÜNE,060__Gimmersdorf,060__Gimmersdorf,2014,Wachtberg
3015,15,"3,43 %",Feyerabend,Unser Wachtberg,060__Gimmersdorf,060__Gimmersdorf,2014,Wachtberg
3016,172,"39,36 %",Scholz,CDU,070__Liessem_I,070__Liessem_I,2014,Wachtberg
3017,94,"21,51 %",Boley,SPD,070__Liessem_I,070__Liessem_I,2014,Wachtberg
3018,88,"20,14 %",Drenk,UWG,070__Liessem_I,070__Liessem_I,2014,Wachtberg
3019,19,"4,35 %",Dr. Neidert,FDP,070__Liessem_I,070__Liessem_I,2014,Wachtberg
3020,27,"6,18 %",Bürgener,GRÜNE,070__Liessem_I,070__Liessem_I,2014,Wachtberg
3021,37,"8,47 %",Löllgen,Unser Wachtberg,070__Liessem_I,070__Liessem_I,2014,Wachtberg
3022,210,"49,07 %",Beckschäfer,CDU,080__Liessem_II,080__Liessem_II,2014,Wachtberg
3023,59,"13,79 %",Metschulat,SPD,080__Liessem_II,080__Liessem_II,2014,Wachtberg
3024,41,"9,58 %",Riemann,UWG,080__Liessem_II,080__Liessem_II,2014,Wachtberg
3025,28,"6,54 %",Wieland,FDP,080__Liessem_II,080__Liessem_II,2014,Wachtberg
3026,64,"14,95 %",Bartesch,GRÜNE,080__Liessem_II,080__Liessem_II,2014,Wachtberg
3027,26,"6,07 %",von der Gönna,Unser Wachtberg,080__Liessem_II,080__Liessem_II,2014,Wachtberg
3028,178,"35,96 %",Dr. Hausmanns,CDU,090__Niederbachem_I,090__Niederbachem_I,2014,Wachtberg
3029,89,"17,98 %",Dr. Neusüß,SPD,090__Niederbachem_I,090__Niederbachem_I,2014,Wachtberg
3030,98,"19,80 %",Luhmer,UWG,090__Niederbachem_I,090__Niederbachem_I,2014,Wachtberg
3031,17,"3,43 %",Fuß,FDP,090__Niederbachem_I,090__Niederbachem_I,2014,Wachtberg
3032,47,"9,49 %",Lengrüsser,GRÜNE,090__Niederbachem_I,090__Niederbachem_I,2014,Wachtberg
3033,66,"13,33 %",Drach,Unser Wachtberg,090__Niederbachem_I,090__Niederbachem_I,2014,Wachtberg
3034,136,"40,96 %",Philippi,CDU,100__Niederbachem_II,100__Niederbachem_II,2014,Wachtberg
3035,81,"24,40 %",Wollmann,SPD,100__Niederbachem_II,100__Niederbachem_II,2014,Wachtberg
3036,37,"11,14 %",Hempelmann,UWG,100__Niederbachem_II,100__Niederbachem_II,2014,Wachtberg
3037,13,"3,92 %",Gescher,FDP,100__Niederbachem_II,100__Niederbachem_II,2014,Wachtberg
3038,26,"7,83 %",Crowley,GRÜNE,100__Niederbachem_II,100__Niederbachem_II,2014,Wachtberg
3039,39,"11,75 %",Weber,Unser Wachtberg,100__Niederbachem_II,100__Niederbachem_II,2014,Wachtberg
3040,142,"29,22 %",Hertz,CDU,110__Niederbachem_III,110__Niederbachem_III,2014,Wachtberg
3041,111,"22,84 %",Lägel,SPD,110__Niederbachem_III,110__Niederbachem_III,2014,Wachtberg
3042,79,"16,26 %",Schreiber,UWG,110__Niederbachem_III,110__Niederbachem_III,2014,Wachtberg
3043,33,"6,79 %",Raible,FDP,110__Niederbachem_III,110__Niederbachem_III,2014,Wachtberg
3044,58,"11,93 %",Crowley,GRÜNE,110__Niederbachem_III,110__Niederbachem_III,2014,Wachtberg
3045,63,"12,96 %",Jäger-Fuhr,Unser Wachtberg,110__Niederbachem_III,110__Niederbachem_III,2014,Wachtberg
3046,233,"39,90 %",Stock,CDU,120__Niederbachem_IV,120__Niederbachem_IV,2014,Wachtberg
3047,80,"13,70 %",Kowallik,SPD,120__Niederbachem_IV,120__Niederbachem_IV,2014,Wachtberg
3048,112,"19,18 %",Zettelmeyer,UWG,120__Niederbachem_IV,120__Niederbachem_IV,2014,Wachtberg
3049,27,"4,62 %",Grenzmeier,FDP,120__Niederbachem_IV,120__Niederbachem_IV,2014,Wachtberg
3050,78,"13,36 %",Krull,GRÜNE,120__Niederbachem_IV,120__Niederbachem_IV,2014,Wachtberg
3051,54,"9,25 %",Fuhr,Unser Wachtberg,120__Niederbachem_IV,120__Niederbachem_IV,2014,Wachtberg
3052,221,"46,92 %",Kluth,CDU,130__Oberbachem,130__Oberbachem,2014,Wachtberg
3053,91,"19,32 %",Kowallik,SPD,130__Oberbachem,130__Oberbachem,2014,Wachtberg
3054,78,"16,56 %",Schlieber,UWG,130__Oberbachem,130__Oberbachem,2014,Wachtberg
3055,29,"6,16 %",von Rottenburg,FDP,130__Oberbachem,130__Oberbachem,2014,Wachtberg
3056,29,"6,16 %",Bürgener,GRÜNE,130__Oberbachem,130__Oberbachem,2014,Wachtberg
3057,23,"4,88 %",von der Gönna,Unser Wachtberg,130__Oberbachem,130__Oberbachem,2014,Wachtberg
3058,236,"34,76 %",Kleikamp,CDU,140__Pech_I,140__Pech_I,2014,Wachtberg
3059,130,"19,15 %",Dr. Schönwitz,SPD,140__Pech_I,140__Pech_I,2014,Wachtberg
3060,86,"12,67 %",Boldt,UWG,140__Pech_I,140__Pech_I,2014,Wachtberg
3061,70,"10,31 %",von Rohr,FDP,140__Pech_I,140__Pech_I,2014,Wachtberg
3062,108,"15,91 %",Sendler,GRÜNE,140__Pech_I,140__Pech_I,2014,Wachtberg
3063,49,"7,22 %",Schwarzenberger,Unser Wachtberg,140__Pech_I,140__Pech_I,2014,Wachtberg
3064,224,"36,42 %",Oettler,CDU,150__Pech_II,150__Pech_II,2014,Wachtberg
3065,157,"25,53 %",Danylow,SPD,150__Pech_II,150__Pech_II,2014,Wachtberg
3066,92,"14,96 %",Wagner,UWG,150__Pech_II,150__Pech_II,2014,Wachtberg
3067,43,"6,99 %",Meinberg,FDP,150__Pech_II,150__Pech_II,2014,Wachtberg
3068,45,"7,32 %",Hohenthal,GRÜNE,150__Pech_II,150__Pech_II,2014,Wachtberg
3069,54,"8,78 %",Schwarzenberger,Unser Wachtberg,150__Pech_II,150__Pech_II,2014,Wachtberg
3070,179,"29,49 %",Braun,CDU,160__Villip_I,160__Villip_I,2014,Wachtberg
3071,274,"45,14 %",Offergeld,SPD,160__Villip_I,160__Villip_I,2014,Wachtberg
3072,24,"3,95 %",Gilles,UWG,160__Villip_I,160__Villip_I,2014,Wachtberg
3073,24,"3,95 %",Frohberg,FDP,160__Villip_I,160__Villip_I,2014,Wachtberg
3074,44,"7,25 %",Killmann,GRÜNE,160__Villip_I,160__Villip_I,2014,Wachtberg
3075,62,"10,21 %",Görres,Unser Wachtberg,160__Villip_I,160__Villip_I,2014,Wachtberg
3076,157,"24,57 %",Brück,CDU,170__Villip_II,170__Villip_II,2014,Wachtberg
3077,222,"34,74 %",Dr. Becker,SPD,170__Villip_II,170__Villip_II,2014,Wachtberg
3078,26,"4,07 %",Mittweg,UWG,170__Villip_II,170__Villip_II,2014,Wachtberg
3079,30,"4,69 %",Kunicke,FDP,170__Villip_II,170__Villip_II,2014,Wachtberg
3080,78,"12,21 %",Henkel,GRÜNE,170__Villip_II,170__Villip_II,2014,Wachtberg
3081,126,"19,72 %",Heinen,Unser Wachtberg,170__Villip_II,170__Villip_II,2014,Wachtberg
3082,264,"39,70 %",Hausmanns,CDU,180__Villiprott,180__Villiprott,2014,Wachtberg
3083,189,"28,42 %",Schacknies,SPD,180__Villiprott,180__Villiprott,2014,Wachtberg
3084,43,"6,47 %",Steuth,UWG,180__Villiprott,180__Villiprott,2014,Wachtberg
3085,33,"4,96 %",Pagels,FDP,180__Villiprott,180__Villiprott,2014,Wachtberg
3086,79,"11,88 %",Steiner,GRÜNE,180__Villiprott,180__Villiprott,2014,Wachtberg
3087,57,"8,57 %",Pilars de Pilar,Unser Wachtberg,180__Villiprott,180__Villiprott,2014,Wachtberg
3088,163,"32,47 %",Lohmeier,CDU,190__Werthhoven,190__Werthhoven,2014,Wachtberg
3089,119,"23,71 %",Schmid,SPD,190__Werthhoven,190__Werthhoven,2014,Wachtberg
3090,44,"8,76 %",Arenz,UWG,190__Werthhoven,190__Werthhoven,2014,Wachtberg
3091,62,"12,35 %",Wilms,FDP,190__Werthhoven,190__Werthhoven,2014,Wachtberg
3092,38,"7,57 %",Mock,GRÜNE,190__Werthhoven,190__Werthhoven,2014,Wachtberg
3093,76,"15,14 %",Franz,Unser Wachtberg,190__Werthhoven,190__Werthhoven,2014,Wachtberg
3094,1.92,"38,22 %",Dr. Erber,CDU,1_Altstadt,1_Altstadt,2014,Münster
3095,1237,"24,62 %",Rentzsch,SPD,1_Altstadt,1_Altstadt,2014,Münster
3096,1017,"20,24 %",Marczinkowski,GRÜNE,1_Altstadt,1_Altstadt,2014,Münster
3097,304,"6,05 %",Henn,FDP,1_Altstadt,1_Altstadt,2014,Münster
3098,248,"4,94 %",Sagel,DIE LINKE,1_Altstadt,1_Altstadt,2014,Münster
3099,31,"0,62 %",Pfau,UWG-MS,1_Altstadt,1_Altstadt,2014,Münster
3100,105,"2,09 %",Kroos,PIRATEN,1_Altstadt,1_Altstadt,2014,Münster
3101,49,"0,98 %",Heskamp,ÖDP,1_Altstadt,1_Altstadt,2014,Münster
3102,113,"2,25 %",Hoffmann,AfD,1_Altstadt,1_Altstadt,2014,Münster
3103,1621,"29,68 %",Dreßen,CDU,2_Schloss,2_Schloss,2014,Münster
3104,1501,"27,48 %",Jäger,SPD,2_Schloss,2_Schloss,2014,Münster
3105,1366,"25,01 %",Dr. Nonhoff,GRÜNE,2_Schloss,2_Schloss,2014,Münster
3106,355,"6,50 %",Reuter,FDP,2_Schloss,2_Schloss,2014,Münster
3107,289,"5,29 %",Hermanns,DIE LINKE,2_Schloss,2_Schloss,2014,Münster
3108,32,"0,59 %",Pfau,UWG-MS,2_Schloss,2_Schloss,2014,Münster
3109,122,"2,23 %",Gutsch,PIRATEN,2_Schloss,2_Schloss,2014,Münster
3110,59,"1,08 %",Höpel,ÖDP,2_Schloss,2_Schloss,2014,Münster
3111,117,"2,14 %",Schiller,AfD,2_Schloss,2_Schloss,2014,Münster
